empresa,sector,gestion,trimestre,liquidez_corriente,endeudamiento,solvencia,endeudamiento_patrimonial,crecimiento_patrimonial,crecimiento_activos,score_financiero,clasificacion_financiera
DIN,Industrial,2019,2,4.072037,0.384789,2.598824,0.62546,0.016028,0.023713,93,Excelente
DIN,Industrial,2019,3,3.841912,0.39572,2.527039,0.654862,-0.034307,-0.016839,89,Excelente
DIN,Industrial,2019,4,4.645127,0.356455,2.805404,0.553893,0.073701,0.00819,98,Excelente
DIN,Industrial,2020,1,4.468247,0.357398,2.798005,0.556172,0.040158,0.041684,95,Excelente
DIN,Industrial,2020,2,3.922753,0.369679,2.705048,0.586494,0.064508,0.08525,97,Excelente
DIN,Industrial,2020,3,4.797143,0.349779,2.858951,0.537938,0.055907,0.023591,96,Excelente
DIN,Industrial,2020,4,7.052597,0.296573,3.371848,0.421612,0.055515,-0.024321,96,Excelente
DIN,Industrial,2021,1,6.515882,0.305519,3.273122,0.439924,-0.01062,0.002124,91,Excelente
DIN,Industrial,2021,2,5.331014,0.329438,3.035472,0.491287,0.018603,0.054939,93,Excelente
DIN,Industrial,2021,3,6.071544,0.305772,3.270409,0.44045,0.036218,0.000894,95,Excelente
DIN,Industrial,2021,4,6.433447,0.28593,3.497354,0.400424,0.037497,0.008667,95,Excelente
DIN,Industrial,2022,1,5.954422,0.282672,3.537675,0.394062,0.011917,0.007319,93,Excelente
DIN,Industrial,2022,2,4.960043,0.305883,3.269229,0.440678,-0.028925,0.003548,90,Excelente
DIN,Industrial,2022,3,5.144592,0.353718,2.827113,0.547312,0.025661,0.101576,94,Excelente
DIN,Industrial,2022,4,4.036763,0.335386,2.981636,0.504634,0.029314,0.000924,94,Excelente
DIN,Industrial,2023,1,4.226482,0.346642,2.884824,0.530553,0.002967,0.020243,92,Excelente
DIN,Industrial,2023,2,3.803127,0.356918,2.801766,0.555011,-0.010697,0.005113,91,Excelente
DIN,Industrial,2023,3,4.480098,0.331826,3.013623,0.496617,0.033276,-0.005525,95,Excelente
DIN,Industrial,2023,4,4.086026,0.324699,3.079775,0.480821,0.01328,0.002585,93,Excelente
DIN,Industrial,2024,1,3.966504,0.350422,2.853705,0.53946,0.012902,0.053012,93,Excelente
DIN,Industrial,2024,2,2.707005,0.417328,2.396199,0.71623,-0.118204,-0.016951,81,Excelente
DIN,Industrial,2024,3,2.430748,0.44601,2.242103,0.805086,-0.048881,0.000362,85,Excelente
DIN,Industrial,2024,4,3.375267,0.422696,2.365766,0.73219,0.029918,-0.011674,93,Excelente
DIN,Industrial,2025,1,2.776551,0.428155,2.335602,0.748726,-0.021852,-0.012515,88,Excelente
DIN,Industrial,2025,2,2.214592,0.503495,1.986119,1.014076,-0.037333,0.108741,82,Excelente
DIN,Industrial,2025,3,2.541208,0.447359,2.235341,0.809493,0.06101,-0.046764,94,Excelente
DIN,Industrial,2025,4,2.712129,0.445603,2.244151,0.803761,0.134801,0.131206,97,Excelente
DIN,Industrial,2026,1,2.741169,0.440505,2.270123,0.787325,0.012053,0.002831,90,Excelente
VID,Servicios,2013,2,0.256775,0.477214,2.095496,0.912793,0.007373,-0.036118,52,Observación
VID,Servicios,2013,3,0.17929,0.4962,2.015315,0.984875,-0.060461,-0.025055,45,Observación
VID,Servicios,2013,4,0.142587,0.483108,2.06993,0.93464,0.018812,-0.006952,53,Observación
VID,Servicios,2014,1,0.04951,0.438941,2.27821,0.782344,0.002522,-0.076398,54,Observación
VID,Servicios,2014,2,0.049079,0.441459,2.265216,0.790379,0.006978,0.011518,55,Observación
VID,Servicios,2014,3,0.042867,0.441161,2.266747,0.789423,0.010958,0.010419,55,Observación
VID,Servicios,2014,4,0.041706,0.442649,2.259124,0.794203,0.003666,0.006347,54,Observación
VID,Servicios,2015,1,0.041808,0.445102,2.246677,0.802132,0.005559,0.010003,54,Observación
VID,Servicios,2015,2,0.043139,0.449607,2.224166,0.816883,0.000118,0.008304,54,Observación
VID,Servicios,2015,3,0.041669,0.454347,2.200962,0.832666,-0.004777,0.003868,53,Observación
VID,Servicios,2015,4,0.04004,0.457193,2.187262,0.842308,0.000516,0.005801,53,Observación
VID,Servicios,2016,1,0.045021,0.46472,2.151835,0.868145,-0.00793,0.00594,52,Observación
VID,Servicios,2016,2,0.040319,0.4823,2.0734,0.931619,-0.028577,0.00445,49,Observación
VID,Servicios,2016,3,0.039861,0.487676,2.050541,0.951891,-0.004526,0.005921,51,Observación
VID,Servicios,2016,4,0.039254,0.491574,2.034282,0.966854,-0.002439,0.005209,50,Observación
VID,Servicios,2017,1,0.039244,0.496492,2.01413,0.986026,-0.003812,0.005877,50,Observación
VID,Servicios,2017,2,0.039335,0.502307,1.990816,1.009269,-0.008401,0.003225,49,Observación
VID,Servicios,2017,3,0.038646,0.50802,1.968426,1.032604,-0.009437,0.002067,48,Observación
VID,Servicios,2017,4,0.037245,0.512991,1.949351,1.053352,-0.006351,0.003791,48,Observación
VID,Servicios,2018,1,0.040284,0.518975,1.926875,1.078941,-0.007287,0.005105,47,Observación
VID,Servicios,2018,2,0.078619,0.453505,2.205049,0.829842,0.157667,0.018934,61,Saludable
VID,Servicios,2018,3,0.058029,0.405005,2.469105,0.68071,0.078164,-0.009686,63,Saludable
VID,Servicios,2018,4,0.037052,0.366736,2.72676,0.579119,0.053444,-0.010251,61,Saludable
VID,Servicios,2019,1,0.088764,0.355294,2.814571,0.551094,0.036695,0.018296,60,Saludable
VID,Servicios,2019,2,0.100958,0.323432,3.091839,0.478048,0.050102,0.00065,61,Saludable
VID,Servicios,2019,3,0.067926,0.278634,3.588934,0.38627,0.05236,-0.012965,61,Saludable
VID,Servicios,2019,4,0.085488,0.242895,4.116998,0.320822,0.054514,0.004707,61,Saludable
VID,Servicios,2020,1,0.135783,0.250025,3.999596,0.333387,0.004297,0.013872,57,Observación
VID,Servicios,2020,2,0.099791,0.235672,4.243185,0.308331,0.008395,-0.010594,58,Observación
VID,Servicios,2020,3,0.05738,0.217473,4.598274,0.277911,0.012194,-0.01132,58,Observación
VID,Servicios,2020,4,0.055968,0.215614,4.637908,0.274883,-0.000685,-0.003053,57,Observación
VID,Servicios,2021,1,0.069607,0.226018,4.424426,0.29202,-0.013243,2.1e-05,56,Observación
VID,Servicios,2021,2,0.050081,0.220577,4.533573,0.283,-0.001096,-0.00807,57,Observación
VID,Servicios,2021,3,0.04463,0.217449,4.598787,0.277871,0.000348,-0.003651,57,Observación
VID,Servicios,2021,4,0.057769,0.217749,4.592447,0.278354,0.000187,0.000544,57,Observación
VID,Servicios,2022,1,0.068727,0.219858,4.548387,0.281818,-0.002514,0.000209,57,Observación
VID,Servicios,2022,2,0.060689,0.216171,4.625972,0.275788,0.000375,-0.004331,57,Observación
VID,Servicios,2022,3,0.099281,0.220271,4.539854,0.282498,0.001206,0.006472,57,Observación
VID,Servicios,2022,4,0.04655,0.20396,4.902921,0.256212,0.030175,0.00904,59,Observación
VID,Servicios,2023,1,0.076186,0.207695,4.81476,0.262133,0.003587,0.008317,57,Observación
VID,Servicios,2023,2,0.097867,0.207998,4.807745,0.262616,0.008417,0.008803,58,Observación
VID,Servicios,2023,3,0.124321,0.207646,4.815881,0.262069,0.010709,0.010312,58,Observación
VID,Servicios,2023,4,0.069262,0.19636,5.092696,0.244338,0.005183,-0.008959,57,Observación
VID,Servicios,2024,1,0.131093,0.203902,4.904318,0.256127,0.006353,0.015887,58,Observación
VID,Servicios,2024,2,0.06508,0.187774,5.325565,0.231184,0.011638,-0.00845,58,Observación
VID,Servicios,2024,3,0.107859,0.190486,5.249743,0.235308,0.012937,0.01633,58,Observación
VID,Servicios,2024,4,0.161889,0.192258,5.201356,0.238018,0.024282,0.026529,59,Observación
VID,Servicios,2025,1,0.105718,0.181264,5.516828,0.221394,0.026077,0.012299,59,Observación
VID,Servicios,2025,2,0.123339,0.175645,5.693298,0.21307,0.043304,0.036193,60,Saludable
VID,Servicios,2025,3,0.092555,0.160171,6.243337,0.190718,0.064287,0.044677,62,Saludable
VID,Servicios,2025,4,0.131164,0.156328,6.396818,0.185294,0.060375,0.055545,62,Saludable
VID,Servicios,2026,1,0.162131,0.153004,6.535756,0.180644,0.051722,0.047596,61,Saludable
ELF,Eléctricas,2013,2,1.512873,0.39358,2.540781,0.649022,0.037494,0.019785,95,Excelente
ELF,Eléctricas,2013,3,1.563261,0.389065,2.570266,0.636835,0.036783,0.029121,95,Excelente
ELF,Eléctricas,2013,4,1.409116,0.372398,2.685301,0.593366,0.040471,0.012839,91,Excelente
ELF,Eléctricas,2014,1,1.412609,0.373334,2.678564,0.595747,0.032723,0.034267,90,Excelente
ELF,Eléctricas,2014,2,1.295127,0.372731,2.682898,0.594213,0.000274,-0.000688,82,Excelente
ELF,Eléctricas,2014,3,1.298817,0.361216,2.76843,0.565473,0.064275,0.045088,87,Excelente
ELF,Eléctricas,2014,4,1.195322,0.344945,2.899011,0.52659,0.037505,0.011735,80,Excelente
ELF,Eléctricas,2015,1,1.135539,0.334278,2.991518,0.502129,0.031108,0.014587,76,Saludable
ELF,Eléctricas,2015,2,1.241192,0.317767,3.146964,0.465774,0.037227,0.012123,82,Excelente
ELF,Eléctricas,2015,3,1.372894,0.307613,3.250836,0.444279,0.046969,0.031616,89,Excelente
ELF,Eléctricas,2015,4,1.299163,0.293227,3.410327,0.414882,0.033686,0.012647,85,Excelente
ELF,Eléctricas,2016,1,1.1721,0.323442,3.091743,0.47807,-0.022167,0.021502,74,Saludable
ELF,Eléctricas,2016,2,1.30723,0.303593,3.293879,0.435943,0.036244,0.006709,85,Excelente
ELF,Eléctricas,2016,3,1.245685,0.311564,3.20961,0.452568,0.032504,0.044458,82,Excelente
ELF,Eléctricas,2016,4,1.144055,0.30966,3.229344,0.448562,0.012647,0.009853,75,Saludable
ELF,Eléctricas,2017,1,1.004364,0.337967,2.958864,0.5105,-0.018552,0.023414,66,Saludable
ELF,Eléctricas,2017,2,1.156333,0.320074,3.124277,0.470748,0.028037,0.000982,77,Saludable
ELF,Eléctricas,2017,3,1.080389,0.348683,2.867935,0.535351,-0.009533,0.033973,70,Saludable
ELF,Eléctricas,2017,4,1.131975,0.325256,3.074502,0.482043,0.041298,0.005144,77,Saludable
ELF,Eléctricas,2018,1,0.925071,0.381314,2.62251,0.616329,-0.062318,0.022644,58,Observación
ELF,Eléctricas,2018,2,1.25721,0.353143,2.831713,0.545936,0.03977,-0.005514,83,Excelente
ELF,Eléctricas,2018,3,1.422329,0.346189,2.888594,0.529494,0.031705,0.020733,91,Excelente
ELF,Eléctricas,2018,4,1.341536,0.333508,2.998427,0.500394,0.017998,-0.001371,86,Excelente
ELF,Eléctricas,2019,1,1.121816,0.368505,2.713665,0.583545,-0.033023,0.020568,70,Saludable
ELF,Eléctricas,2019,2,1.32239,0.359024,2.785326,0.560122,0.023915,0.008769,85,Excelente
ELF,Eléctricas,2019,3,1.293863,0.351086,2.848302,0.541037,0.024899,0.012362,84,Excelente
ELF,Eléctricas,2019,4,1.176643,0.348142,2.872392,0.534076,0.021129,0.016516,78,Saludable
ELF,Eléctricas,2020,1,0.916375,0.415959,2.404083,0.712209,-0.078368,0.028649,55,Observación
ELF,Eléctricas,2020,2,0.967135,0.45076,2.218477,0.820697,0.017146,0.081594,63,Saludable
ELF,Eléctricas,2020,3,0.975447,0.438229,2.281914,0.780084,0.009815,-0.012709,64,Saludable
ELF,Eléctricas,2020,4,1.039877,0.385603,2.593341,0.627612,0.046228,-0.043387,73,Saludable
ELF,Eléctricas,2021,1,1.046833,0.402912,2.481932,0.674796,-0.030771,-0.002673,67,Saludable
ELF,Eléctricas,2021,2,1.148961,0.372691,2.683187,0.594111,0.01709,-0.03191,76,Saludable
ELF,Eléctricas,2021,3,1.192026,0.363774,2.748957,0.571769,0.027431,0.01303,79,Saludable
ELF,Eléctricas,2021,4,1.167083,0.363837,2.748484,0.571924,0.029907,0.03001,78,Saludable
ELF,Eléctricas,2022,1,1.040049,0.428059,2.336128,0.748431,-0.061999,0.043326,62,Saludable
ELF,Eléctricas,2022,2,1.051409,0.396588,2.521509,0.657242,0.015068,-0.037873,71,Saludable
ELF,Eléctricas,2022,3,1.058166,0.406551,2.459714,0.685065,0.022123,0.039282,71,Saludable
ELF,Eléctricas,2022,4,1.00572,0.383564,2.607129,0.622228,0.038839,0.0001,70,Saludable
ELF,Eléctricas,2023,1,0.819053,0.453386,2.205626,0.829444,-0.084472,0.032473,47,Observación
ELF,Eléctricas,2023,2,0.810045,0.44622,2.241045,0.805773,0.035509,0.022111,57,Observación
ELF,Eléctricas,2023,3,0.799215,0.435511,2.296154,0.771514,0.049162,0.029258,58,Observación
ELF,Eléctricas,2023,4,0.954122,0.427831,2.337372,0.747735,0.0247,0.010945,65,Saludable
ELF,Eléctricas,2024,1,0.849459,0.493703,2.025508,0.975127,-0.114848,0.000316,44,Observación
ELF,Eléctricas,2024,2,1.010307,0.481701,2.075977,0.929388,0.014028,-0.009455,63,Saludable
ELF,Eléctricas,2024,3,1.060055,0.474555,2.107235,0.90315,0.02688,0.012916,67,Saludable
ELF,Eléctricas,2024,4,1.066765,0.47055,2.125174,0.888751,0.047271,0.039347,69,Saludable
ELF,Eléctricas,2025,1,1.206251,0.507653,1.969851,1.031086,-0.047471,0.024311,66,Saludable
ELF,Eléctricas,2025,2,1.236926,0.489489,2.042946,0.958822,0.022305,-0.014067,74,Saludable
ELF,Eléctricas,2025,3,1.194054,0.493428,2.026639,0.974052,0.028827,0.036827,72,Saludable
ELF,Eléctricas,2025,4,1.147251,0.489757,2.041829,0.959851,0.042974,0.035471,72,Saludable
ELF,Eléctricas,2026,1,1.120078,0.51073,1.957981,1.043863,-0.022911,0.018974,63,Saludable
COR,Eléctricas,2013,2,8.781319,0.114167,8.759071,0.128881,-0.021755,-0.038731,90,Excelente
COR,Eléctricas,2013,3,10.112616,0.112186,8.913757,0.126362,0.023534,0.02125,94,Excelente
COR,Eléctricas,2013,4,4.142877,0.124268,8.047118,0.141902,0.034189,0.048457,95,Excelente
COR,Eléctricas,2014,1,5.139898,0.117178,8.53403,0.132731,0.023174,0.014957,94,Excelente
COR,Eléctricas,2014,2,11.524308,0.095399,10.482297,0.10546,0.07588,0.049978,98,Excelente
COR,Eléctricas,2014,3,16.701032,0.084683,11.808677,0.092518,0.107941,0.09497,100,Excelente
COR,Eléctricas,2014,4,9.804124,0.088583,11.288801,0.097193,0.006986,0.011295,93,Excelente
COR,Eléctricas,2015,1,12.065241,0.188314,5.310269,0.232004,0.022413,0.148036,94,Excelente
COR,Eléctricas,2015,3,30.89091,0.167497,5.970263,0.201196,0.042591,0.03308,95,Excelente
COR,Eléctricas,2016,2,5.17957,0.175935,5.683916,0.213497,0.082796,0.041685,99,Excelente
COR,Eléctricas,2016,3,22.386878,0.135878,7.359529,0.157244,0.084576,0.0343,99,Excelente
COR,Eléctricas,2016,4,1.546094,0.131286,7.61693,0.151127,0.014315,0.008953,93,Excelente
COR,Eléctricas,2017,1,5.292267,0.148695,6.725172,0.174667,-0.00738,0.012919,91,Excelente
COR,Eléctricas,2017,2,17.920151,0.122544,8.160303,0.139659,0.074583,0.042558,98,Excelente
COR,Eléctricas,2017,3,2.691634,0.190028,5.262373,0.234611,0.058238,0.146406,97,Excelente
COR,Eléctricas,2017,4,2.306137,0.224344,4.457436,0.289232,0.014139,0.059006,93,Excelente
COR,Eléctricas,2018,1,2.335076,0.210795,4.743935,0.267099,-0.004495,-0.021585,92,Excelente
COR,Eléctricas,2018,2,2.534209,0.201086,4.972996,0.251699,0.037477,0.024868,95,Excelente
COR,Eléctricas,2018,3,2.915888,0.19203,5.207523,0.23767,0.04494,0.033228,96,Excelente
COR,Eléctricas,2018,4,2.219145,0.228019,4.385595,0.295369,-0.063376,-0.019711,87,Excelente
COR,Eléctricas,2019,1,1.527528,0.306289,3.264892,0.441522,-0.02642,0.083427,90,Excelente
COR,Eléctricas,2019,2,1.451222,0.336972,2.967603,0.508233,0.016888,0.063947,91,Excelente
COR,Eléctricas,2019,3,1.131642,0.330962,3.021494,0.494684,0.015073,0.005954,75,Saludable
COR,Eléctricas,2019,4,1.190215,0.320372,3.121369,0.471394,0.031496,0.015423,79,Saludable
COR,Eléctricas,2020,1,1.128533,0.34332,2.912739,0.522811,-0.031995,0.001832,71,Saludable
COR,Eléctricas,2020,2,1.19826,0.31079,3.217607,0.450937,0.017422,-0.030598,78,Saludable
COR,Eléctricas,2020,3,1.250226,0.305682,3.271375,0.440262,0.017307,0.009823,81,Excelente
COR,Eléctricas,2020,4,1.261331,0.309236,3.233781,0.447671,0.0063,0.011477,81,Excelente
COR,Eléctricas,2021,1,1.310258,0.296764,3.36968,0.421998,0.013568,-0.004407,84,Excelente
COR,Eléctricas,2021,2,1.255577,0.286917,3.485331,0.402361,-0.032541,-0.045902,77,Saludable
COR,Eléctricas,2021,3,1.295702,0.284047,3.520546,0.396739,0.012346,0.008288,83,Excelente
COR,Eléctricas,2021,4,1.090116,0.310439,3.221242,0.450199,0.007046,0.045591,72,Saludable
COR,Eléctricas,2022,1,0.991509,0.329761,3.032503,0.492004,-0.028699,-0.000699,64,Saludable
COR,Eléctricas,2022,2,1.026413,0.292519,3.418587,0.413465,0.015921,-0.037557,70,Saludable
COR,Eléctricas,2022,3,1.058638,0.286823,3.486468,0.402177,0.011512,0.003434,71,Saludable
COR,Eléctricas,2022,4,1.038792,0.270782,3.693013,0.371331,-0.008695,-0.030502,68,Saludable
COR,Eléctricas,2023,1,0.996782,0.27821,3.594413,0.385444,-0.016032,-0.005906,66,Saludable
COR,Eléctricas,2023,2,0.990839,0.249924,4.001213,0.333199,0.005666,-0.032258,67,Saludable
COR,Eléctricas,2023,3,1.025316,0.245726,4.069571,0.325778,0.004062,-0.001527,69,Saludable
COR,Eléctricas,2023,4,1.061003,0.253595,3.943289,0.339756,0.002515,0.013085,70,Saludable
COR,Eléctricas,2024,1,1.458227,0.259615,3.851863,0.350648,-0.010033,-0.001985,89,Excelente
COR,Eléctricas,2024,2,1.676666,0.231684,4.316232,0.301547,0.015095,-0.021807,93,Excelente
COR,Eléctricas,2024,3,1.749991,0.227705,4.391641,0.294843,0.001409,-0.003749,92,Excelente
COR,Eléctricas,2024,4,1.767334,0.233424,4.284049,0.304502,0.001843,0.009316,92,Excelente
COR,Eléctricas,2025,1,1.62012,0.248825,4.018894,0.331247,-0.028557,-0.008641,90,Excelente
COR,Eléctricas,2025,2,1.871039,0.217129,4.605553,0.27735,0.021676,-0.019688,94,Excelente
COR,Eléctricas,2025,3,2.127001,0.201866,4.953792,0.252922,0.020479,0.000963,94,Excelente
COR,Eléctricas,2025,4,2.18321,0.199291,5.017796,0.248893,-0.006064,-0.009261,92,Excelente
COR,Eléctricas,2026,1,1.8912,0.218212,4.582703,0.279119,-0.02398,-0.000358,90,Excelente
GUA,Eléctricas,2013,2,1.632173,0.427414,2.339654,0.746461,0.020943,0.001843,92,Excelente
GUA,Eléctricas,2013,3,1.653191,0.417312,2.396287,0.716185,0.023189,0.005451,93,Excelente
GUA,Eléctricas,2013,4,1.661457,0.412414,2.42475,0.701878,0.024936,0.016391,93,Excelente
GUA,Eléctricas,2014,1,1.714649,0.400216,2.49865,0.667267,1.043002,1.001453,100,Excelente
GUA,Eléctricas,2014,2,1.72566,0.395518,2.528328,0.65431,-0.488088,-0.492067,80,Excelente
GUA,Eléctricas,2014,3,1.793119,0.38573,2.592484,0.62795,0.034843,0.018354,95,Excelente
GUA,Eléctricas,2014,4,1.489721,0.38199,2.617869,0.618097,0.010532,0.004416,92,Excelente
GUA,Eléctricas,2015,1,1.704592,0.371214,2.693866,0.590365,0.02288,0.005349,94,Excelente
GUA,Eléctricas,2015,3,1.754443,0.356495,2.805085,0.55399,0.013651,0.007345,93,Excelente
GUA,Eléctricas,2016,1,2.10862,0.351993,2.840963,0.543194,0.015637,-0.03149,93,Excelente
GUA,Eléctricas,2016,3,1.960222,0.344601,2.901909,0.525788,-0.010693,-0.012063,91,Excelente
GUA,Eléctricas,2016,4,1.494801,0.346246,2.888118,0.529628,-0.004438,-0.001932,91,Excelente
GUA,Eléctricas,2017,1,1.577957,0.319517,3.129728,0.469543,0.128694,0.084358,100,Excelente
GUA,Eléctricas,2017,2,1.857482,0.298218,3.353257,0.424943,0.07558,0.042937,98,Excelente
GUA,Eléctricas,2017,3,2.200533,0.288325,3.468304,0.405136,0.008306,-0.00571,93,Excelente
GUA,Eléctricas,2017,4,2.977217,0.250792,3.987367,0.334743,0.160274,0.102148,100,Excelente
GUA,Eléctricas,2018,1,2.29639,0.230012,4.347598,0.298722,0.015079,-0.012315,93,Excelente
GUA,Eléctricas,2018,2,2.029687,0.2348,4.258936,0.306849,0.029101,0.03554,94,Excelente
GUA,Eléctricas,2018,3,2.560055,0.213395,4.686148,0.271286,0.005909,-0.021465,92,Excelente
GUA,Eléctricas,2018,4,2.636505,0.208906,4.786847,0.264072,0.00764,0.001922,93,Excelente
GUA,Eléctricas,2019,1,2.391035,0.212548,4.704825,0.269918,-0.006473,-0.001878,91,Excelente
GUA,Eléctricas,2019,2,2.687985,0.19141,5.224386,0.236721,0.014195,-0.012317,93,Excelente
GUA,Eléctricas,2019,3,2.908452,0.186713,5.355823,0.229578,0.010604,0.004767,93,Excelente
GUA,Eléctricas,2019,4,2.208954,0.169022,5.916374,0.203402,-0.000731,-0.022004,92,Excelente
GUA,Eléctricas,2020,1,1.948037,0.17546,5.699294,0.212798,-0.009074,-0.001336,91,Excelente
GUA,Eléctricas,2020,2,2.105136,0.170123,5.878093,0.204998,0.006697,0.000222,93,Excelente
GUA,Eléctricas,2020,3,2.148377,0.172319,5.803201,0.208194,0.004419,0.007083,92,Excelente
GUA,Eléctricas,2020,4,2.208357,0.157295,6.357486,0.186655,-0.008473,-0.02615,91,Excelente
GUA,Eléctricas,2021,1,2.58918,0.13745,7.27536,0.159353,-0.002859,-0.0258,92,Excelente
GUA,Eléctricas,2021,2,2.742597,0.126325,7.916069,0.144591,-0.000379,-0.013108,92,Excelente
GUA,Eléctricas,2021,3,2.872235,0.114346,8.745385,0.129109,0.007029,-0.006592,93,Excelente
GUA,Eléctricas,2021,4,2.837785,0.108792,9.191848,0.122073,-0.001116,-0.007341,92,Excelente
GUA,Eléctricas,2022,1,2.329288,0.12078,8.279515,0.137372,-0.005932,0.007622,92,Excelente
GUA,Eléctricas,2022,2,2.442956,0.111276,8.986641,0.125209,0.000738,-0.009963,92,Excelente
GUA,Eléctricas,2022,3,2.42532,0.112475,8.890875,0.126729,0.000175,0.001526,92,Excelente
GUA,Eléctricas,2022,4,2.299651,0.108675,9.20174,0.121925,0.003261,-0.001016,92,Excelente
GUA,Eléctricas,2023,1,2.598457,0.109011,9.173404,0.122348,-0.004588,-0.004213,92,Excelente
GUA,Eléctricas,2023,2,2.761274,0.103459,9.665659,0.115398,0.0005,-0.005696,92,Excelente
GUA,Eléctricas,2023,3,2.730862,0.096694,10.3419,0.107045,0.000471,-0.007021,92,Excelente
GUA,Eléctricas,2023,4,2.886726,0.101021,9.89889,0.112374,0.003954,0.008787,92,Excelente
GUA,Eléctricas,2024,1,2.566361,0.111743,8.949139,0.1258,-0.003868,0.008155,92,Excelente
GUA,Eléctricas,2024,2,3.226767,0.101258,9.875809,0.112666,0.001222,-0.010459,92,Excelente
GUA,Eléctricas,2024,3,3.622579,0.09893,10.108155,0.109792,0.001653,-0.000935,92,Excelente
GUA,Eléctricas,2024,4,2.89553,0.106009,9.433204,0.118579,0.001752,0.009684,92,Excelente
GUA,Eléctricas,2025,1,3.090822,0.107533,9.299435,0.12049,-0.004145,-0.002443,92,Excelente
GUA,Eléctricas,2025,2,3.937882,0.0947,10.559607,0.104607,0.000617,-0.013567,92,Excelente
GUA,Eléctricas,2025,3,5.088693,0.097716,10.23375,0.108298,0.003388,0.006741,92,Excelente
GUA,Eléctricas,2025,4,3.750785,0.115148,8.684441,0.130133,0.000667,0.020381,92,Excelente
GUA,Eléctricas,2026,1,4.52197,0.10803,9.256718,0.121114,-0.002963,-0.010921,92,Excelente
FCA,Transporte,2013,2,0.967112,0.161128,6.206256,0.192077,-0.000868,-0.014282,65,Saludable
FCA,Transporte,2013,3,1.050735,0.166852,5.993338,0.200267,0.021075,0.028091,71,Saludable
FCA,Transporte,2013,4,0.950695,0.150901,6.626862,0.177719,0.018225,-0.000903,66,Saludable
FCA,Transporte,2014,1,0.992772,0.170862,5.852664,0.206072,0.000647,0.024738,67,Saludable
FCA,Transporte,2014,2,0.873862,0.150002,6.666574,0.176473,0.010502,-0.014297,62,Saludable
FCA,Transporte,2014,3,0.902109,0.151188,6.614271,0.178118,0.013731,0.015148,63,Saludable
FCA,Transporte,2014,4,0.81751,0.144438,6.923387,0.168822,0.007522,-0.000428,58,Observación
FCA,Transporte,2015,1,0.821017,0.164794,6.068196,0.197309,-0.00068,0.023675,58,Observación
FCA,Transporte,2015,2,0.888027,0.145259,6.884239,0.169946,0.005363,-0.017614,62,Saludable
FCA,Transporte,2015,3,0.817292,0.150045,6.664654,0.176534,-0.002195,0.003426,58,Observación
FCA,Transporte,2015,4,0.923241,0.143139,6.98623,0.16705,0.016795,0.0086,65,Saludable
FCA,Transporte,2016,1,1.015228,0.143553,6.966068,0.167615,-0.00595,-0.005472,67,Saludable
FCA,Transporte,2016,2,1.066978,0.142069,7.038845,0.165595,0.003306,0.00157,71,Saludable
FCA,Transporte,2016,3,1.089138,0.134761,7.420546,0.15575,0.00471,-0.003776,72,Saludable
FCA,Transporte,2016,4,1.268749,0.117493,8.511122,0.133136,0.039436,0.019097,84,Excelente
FCA,Transporte,2017,1,1.27073,0.121998,8.19685,0.13895,0.001525,0.006663,81,Excelente
FCA,Transporte,2017,2,2.137088,0.119366,8.377571,0.135546,0.003387,0.000386,92,Excelente
FCA,Transporte,2017,3,2.908286,0.122096,8.19029,0.139076,0.002543,0.00566,92,Excelente
FCA,Transporte,2017,4,2.275303,0.143268,6.979923,0.167226,0.024624,0.049948,94,Excelente
FCA,Transporte,2018,1,3.522928,0.183337,5.454444,0.224495,-0.000996,0.048022,92,Excelente
FCA,Transporte,2018,2,3.57285,0.189335,5.28165,0.233555,0.004608,0.012038,92,Excelente
FCA,Transporte,2018,3,3.119575,0.183113,5.461112,0.224159,0.00691,-0.000759,93,Excelente
FCA,Transporte,2018,4,2.827804,0.258411,3.869803,0.348456,-0.009701,0.09085,91,Excelente
FCA,Transporte,2019,1,2.533574,0.259993,3.846264,0.351338,-0.012621,-0.010511,91,Excelente
FCA,Transporte,2019,2,2.287392,0.265028,3.773185,0.360596,0.009572,0.016489,93,Excelente
FCA,Transporte,2019,3,2.890339,0.275121,3.63477,0.37954,0.002871,0.016834,92,Excelente
FCA,Transporte,2019,4,0.8104,0.294887,3.391126,0.418213,0.028028,0.056847,60,Saludable
FCA,Transporte,2020,1,0.653909,0.294668,3.393648,0.417772,-0.015667,-0.015973,56,Observación
FCA,Transporte,2020,2,0.668707,0.306791,3.259543,0.442567,-0.016671,0.000526,56,Observación
FCA,Transporte,2020,3,0.573093,0.311157,3.213816,0.451708,-0.00729,-0.001001,56,Observación
FCA,Transporte,2020,4,0.638285,0.316643,3.158126,0.463365,-0.005897,0.002087,57,Observación
FCA,Transporte,2021,1,0.604062,0.321208,3.113249,0.473204,-0.008928,-0.002266,56,Observación
FCA,Transporte,2021,2,0.575786,0.317203,3.152555,0.464563,0.007522,0.001613,58,Observación
FCA,Transporte,2021,3,0.665946,0.322477,3.100994,0.475966,-0.006229,0.001512,57,Observación
FCA,Transporte,2021,4,0.787912,0.31613,3.16326,0.462266,0.007085,-0.002263,58,Observación
FCA,Transporte,2022,1,0.705523,0.32365,3.089755,0.478526,-0.006797,0.004247,56,Observación
